-0.22413716325139887, 1, 1, 0.6338317394256592
-0.4384855933297871, 2, 2, 0.6668314933776855
-0.6620510302671079, 3, 3, 0.7038302421569824
-0.9133663562096217, 4, 4, 0.7338330745697021
-1.2159857311453237, 5, 5, 0.7748284339904785
-1.6124175717472156, 6, 6, 0.8038318157196045
-2.1887092481234305, 7, 7, 0.841834545135498
-3.118866289048512, 8, 8, 0.871833324432373
-4.798431065561886, 9, 9, 0.9078781604766846
-8.045281897491705, 10, 10, 0.9398796558380127
-14.186120563664346, 11, 11, 0.973869800567627
-24.837770510112094, 12, 12, 1.0038783550262451
-41.75996506566278, 13, 13, 1.0378787517547607
-67.0463540691496, 14, 14, 1.0708751678466797
-0.38660375378775313, 188, 1, 4.680420637130737
-1.8758103437097162, 189, 2, 4.741414546966553
-6.139918691759831, 190, 3, 4.789400339126587
-15.271475933849032, 191, 4, 4.834424734115601
-30.470740833443415, 192, 5, 4.880418539047241
-52.46277268678341, 193, 6, 4.932425022125244
-0.5957607532078413, 326, 1, 6.3863725662231445
-2.8961190501641454, 327, 2, 6.429365158081055
-8.874975828059561, 328, 3, 6.470367908477783
-20.241846777607932, 329, 4, 6.5133957862854
-37.80272028820413, 330, 5, 6.55640983581543
-62.88016214398496, 331, 6, 6.5974061489105225
-0.11517678243649243, 464, 1, 7.788184404373169
-0.21142709953394956, 465, 2, 7.836167573928833
-0.3277746052958719, 466, 3, 7.894186496734619
-0.5935822725577111, 467, 4, 7.9391701221466064
-1.3505867230383473, 468, 5, 7.985175848007202
-3.407285850682058, 469, 6, 8.02517032623291
-8.37172555903095, 470, 7, 8.06618332862854
-18.279886132177694, 471, 8, 8.112183809280396
-34.93590086151251, 472, 9, 8.15118670463562
-61.221161241415274, 473, 10, 8.192162036895752
-0.1589100060743931, 641, 1, 9.641863346099854
-0.4201118146740157, 642, 2, 9.697880029678345
-0.8692626076469168, 643, 3, 9.740860939025879
-1.6886038967097505, 644, 4, 9.789879083633423
-3.2652534019564428, 645, 5, 9.830857753753662
-6.432251913661631, 646, 6, 9.875859498977661
-12.668079073919287, 647, 7, 9.936884641647339
-23.729153286494906, 648, 8, 9.978877067565918
-41.29710974793241, 649, 9, 10.024870872497559
-67.67193920774744, 650, 10, 10.06587290763855
-0.005814267988171196, 826, 1, 11.583192586898804
-0.04055823617797216, 827, 2, 11.632179021835327
-0.18871412276226351, 828, 3, 11.672191619873047
-0.6777075913755937, 829, 4, 11.711187601089478
-2.07843752500402, 830, 5, 11.758204221725464
-5.616250968482248, 831, 6, 11.798260688781738
-13.083637953363052, 832, 7, 11.838228225708008
-26.168880679342976, 833, 8, 11.893224477767944
-46.322796320601896, 834, 9, 11.94123101234436
-75.28883444476541, 835, 10, 11.987233877182007
-0.21599525788701612, 1009, 1, 13.471590518951416
-0.6061057229506162, 1010, 2, 13.510573625564575
-1.4240898593314455, 1011, 3, 13.555578708648682
-3.3325432743193772, 1012, 4, 13.596590757369995
-7.679798276345835, 1013, 5, 13.639567136764526
-16.456278459601137, 1014, 6, 13.68557596206665
-31.660180331901202, 1015, 7, 13.72459077835083
-55.12775259211253, 1016, 8, 13.768575191497803
-0.1674364497543479, 1163, 1, 15.068182468414307
-0.9107356006415301, 1164, 2, 15.110192060470581
-3.304881493114422, 1165, 3, 15.15718412399292
-9.192031689918991, 1166, 4, 15.22476840019226
-20.208840853057808, 1167, 5, 15.288766145706177
-37.341979077815566, 1168, 6, 15.35076904296875
-62.72838160569407, 1169, 7, 15.416774988174438
-0.28681672603767083, 1305, 1, 16.56693959236145
-1.1813350006941192, 1306, 2, 16.60694670677185
-3.751809238740833, 1307, 3, 16.653937578201294
-9.854263121895883, 1308, 4, 16.693949460983276
-21.139303313308844, 1309, 5, 16.757951736450195
-38.620909226404905, 1310, 6, 16.804856300354004
-64.28820347710435, 1311, 7, 16.845858335494995
-0.45677941593361027, 1453, 1, 18.03882670402527
-2.1416119147452406, 1454, 2, 18.07982087135315
-6.8052051307794414, 1455, 3, 18.12736225128174
-16.493527089643862, 1456, 4, 18.16935634613037
-32.13775643409271, 1457, 5, 18.208362579345703
-54.4635974089141, 1458, 6, 18.253374099731445
-0.4061212850771767, 1589, 1, 19.387786149978638
-1.4696014713960892, 1590, 2, 19.429324865341187
-4.301732339744149, 1591, 3, 19.4733407497406
-10.718638227584236, 1592, 4, 19.514323472976685
-22.337367601057707, 1593, 5, 19.553330898284912
-40.37129230691697, 1594, 6, 19.598321437835693
-67.15210263907288, 1595, 7, 19.63832426071167
-0.0307894109974427, 1764, 1, 21.08266258239746
-0.06393065090293248, 1765, 2, 21.134657859802246
-0.1192645259975933, 1766, 3, 21.17765164375305
-0.25188623914388586, 1767, 4, 21.222668170928955
-0.5931251121153736, 1768, 5, 21.26265597343445
-1.4834008769392426, 1769, 6, 21.303661108016968
-3.7356653468426515, 1770, 7, 21.373668432235718
-8.850613664709996, 1771, 8, 21.413659811019897
-18.60139705116005, 1772, 9, 21.47865605354309
-34.38060228560616, 1773, 10, 21.519656658172607
-58.08130588477695, 1774, 11, 21.55767035484314
-0.09423519522790968, 1961, 1, 23.1519136428833
-0.36649242064491716, 1962, 2, 23.191908359527588
-1.128870842413079, 1963, 3, 23.23591184616089
-3.06183031406718, 1964, 4, 23.27691411972046
-7.512392588600463, 1965, 5, 23.319926023483276
-16.473339627817154, 1966, 6, 23.35992193222046
-31.99946655819005, 1967, 7, 23.39891242980957
-56.31494692174961, 1968, 8, 23.442925453186035
-0.27455106354508985, 2160, 1, 25.152488470077515
-0.602083346733977, 2161, 2, 25.212509870529175
-1.049180524461093, 2162, 3, 25.257515907287598
-1.725632091704128, 2163, 4, 25.306549549102783
-2.836999709147463, 2164, 5, 25.348555088043213
-4.776648245858155, 2165, 6, 25.3885555267334
-8.271780157265454, 2166, 7, 25.43555450439453
-14.59814641309194, 2167, 8, 25.47755241394043
-25.78552272646604, 2168, 9, 25.520556211471558
-44.66046382138806, 2169, 10, 25.56456685066223
-74.87867193056289, 2170, 11, 25.611557960510254
-0.2197814853601443, 2370, 1, 27.336094617843628
-0.5981429829229512, 2371, 2, 27.377092361450195
-1.2864438945113221, 2372, 3, 27.424110651016235
-2.6719084445428365, 2373, 4, 27.465097665786743
-5.658414638765166, 2374, 5, 27.524099826812744
-11.803641082298668, 2375, 6, 27.569091081619263
-22.89918472625324, 2376, 7, 27.632138967514038
-40.67097903766118, 2377, 8, 27.699131727218628
-66.98291766812112, 2378, 9, 27.758138179779053
-0.09387641280596881, 2536, 1, 29.1529221534729
-0.4336639398176345, 2537, 2, 29.194937467575073
-1.4212408871399873, 2538, 3, 29.255921363830566
-3.997655579035424, 2539, 4, 29.297921419143677
-9.650857550098024, 2540, 5, 29.338915586471558
-20.1397781632042, 2541, 6, 29.3829345703125
-37.35340437114793, 2542, 7, 29.422922134399414
-63.68732161193748, 2543, 8, 29.47091770172119
-0.4115593517318672, 2713, 1, 30.9365074634552
-0.9377541008954893, 2714, 2, 30.976502895355225
-1.7359436072436552, 2715, 3, 31.02351713180542
-3.148818829412221, 2716, 4, 31.085508584976196
-5.894826080259961, 2717, 5, 31.132508277893066
-11.139378835975435, 2718, 6, 31.174498319625854
-20.338264271307338, 2719, 7, 31.21550726890564
-35.126791800699024, 2720, 8, 31.260509967803955
-57.501519266207666, 2721, 9, 31.297507524490356
-0.2579355515547377, 2925, 1, 33.048478841781616
-0.5572397944096963, 2926, 2, 33.08747673034668
-0.9632095634682969, 2927, 3, 33.13448357582092
-1.6003084474156992, 2928, 4, 33.177488565444946
-2.7391260306003318, 2929, 5, 33.225470781326294
-4.957212506770858, 2930, 6, 33.28447699546814
-9.463247529029815, 2931, 7, 33.34649205207825
