3.2036860309257706, 20, 0.870450496673584
6.7297778876787175, 159, 4.989635705947876
-427.5474785705208, 1159, 42.45922517776489
-643.8734261871905, 2159, 78.10760927200317
-2313.952970731874, 3159, 113.9925947189331
-1735.0713154464513, 4159, 150.00143337249756
69.08243540469172, 5159, 185.67006921768188
681.3409242664951, 6159, 221.76420307159424
-334.9061822467169, 7159, 258.22097420692444
693.4614650195061, 8159, 295.49930238723755
381.65379976346424, 9159, 333.0853726863861
-1543.336467950423, 10159, 371.26611161231995
645.9007865167488, 11159, 409.6886007785797
515.7341627676275, 12159, 447.7826933860779
-30.379560629486917, 13159, 484.64618468284607
-186.8433604963115, 14159, 522.8482382297516
77.39128661447779, 15159, 561.4162130355835
531.5228889880558, 16159, 599.6286008358002
31.257053308692328, 17159, 637.7636377811432
685.7872409470571, 18159, 667.2754626274109
-379.6337682413161, 19159, 694.0600950717926
-496.62671417194105, 20159, 721.6698091030121
579.2479452103024, 21159, 748.1352455615997
-659.6053263832086, 22159, 775.0584366321564
474.6634394649825, 23159, 801.7484431266785
-68.41833175701882, 24159, 828.8637335300446
-286.5057646604048, 25159, 856.4454038143158
593.7020370951085, 26159, 884.0463812351227
-753.8735664379831, 27159, 911.5355122089386
-392.7493927450025, 28159, 939.2232656478882
-1367.0852693576464, 29159, 966.9521813392639
-1690.7974447952122, 30159, 994.5832574367523
-2851.406349470424, 31159, 1021.6442606449127
230.10152323626784, 32159, 1048.5314667224884
-926.1187348137053, 33159, 1076.1765975952148
-18.2885529300611, 34159, 1103.1985440254211
82.63004745494963, 35159, 1130.76535654068
109.35393815567895, 36159, 1158.269250869751
91.12317904254661, 37159, 1185.753748178482
-1740.5247475186948, 38159, 1213.4808127880096
-1201.783516568113, 39159, 1240.8619916439056
578.557535935295, 40159, 1268.6687240600586
581.6245617678958, 41159, 1296.3060750961304
575.2119322978225, 42159, 1324.0463526248932
579.4631866328955, 43159, 1352.176334619522
102.5830018225248, 44159, 1379.9908394813538
243.6496439494017, 45159, 1407.4159643650055
608.7384964893944, 46159, 1435.0974478721619
88.30568085316906, 47159, 1462.59619307518
409.44375932493693, 48159, 1490.684740304947
207.43456356446734, 49159, 1518.6676635742188
648.2778090645008, 50159, 1546.6311609745026
292.3737211407826, 51159, 1574.9224743843079
650.3663710816587, 52159, 1603.359457731247
-169.98047902394194, 53159, 1631.8362836837769
729.8517053107759, 54159, 1661.1399579048157
829.6934727705541, 55159, 1691.5993468761444
573.2890490283987, 56159, 1720.5411686897278
604.5520401829278, 57159, 1749.0282199382782
889.0668636807227, 58159, 1777.2606229782104
235.92501120094127, 59159, 1806.5571105480194
621.121359018541, 60159, 1836.104588508606
-330.77482886970506, 61159, 1864.810397386551
585.792761723316, 62159, 1893.7991108894348
-277.0405425852172, 63159, 1922.3686892986298
-1154.9526595448338, 64159, 1951.1858053207397
674.7164562915665, 65159, 1979.5407283306122
400.1341788400562, 66159, 2009.0952699184418
609.7547973804309, 67159, 2037.6923310756683
-538.825575145697, 68159, 2066.372695207596
-123.53387097445328, 69159, 2095.1877019405365
492.31694013391433, 70159, 2124.3802049160004
-664.954129098745, 71159, 2153.2857179641724
-285.84576378184664, 72159, 2182.4345836639404
639.7914475745197, 73159, 2211.5140874385834
5.678335715931723, 74159, 2240.550375699997
-1459.7633550767002, 75159, 2269.4838721752167
-2702.5708234684093, 76159, 2299.3016793727875
-725.1562567679332, 77159, 2329.143914937973
-1512.1728745658052, 78159, 2358.496109485626
-706.1809014173801, 79159, 2387.6312477588654
-511.370653500263, 80159, 2417.0808312892914
-262.47397832375714, 81159, 2446.413508415222
-540.7456464627998, 82159, 2476.378918647766
-1713.503969007066, 83159, 2505.8250291347504
-828.2014314811914, 84159, 2535.0343520641327
-168.28423877087513, 85159, 2565.230705499649
528.6674584447454, 86159, 2594.219395637512
-1962.5016498798198, 87159, 2623.4035470485687
-2297.506252927451, 88159, 2652.9262039661407
-2043.1312462415463, 89159, 2682.4860577583313
-523.6901935738821, 90159, 2713.066440343857
-215.1951557982042, 91159, 2742.9256625175476
106.97883877355311, 92159, 2772.7297735214233
-300.8253040764283, 93159, 2803.017899274826
-535.1947586268622, 94159, 2833.567655801773
-1196.437979338628, 95159, 2863.555423259735
-1505.7688978580375, 96159, 2893.634243249893
-1098.4911596206725, 97159, 2923.656985759735
-415.80822351343795, 98159, 2953.341272354126
-966.5917261684114, 99159, 2983.214643716812
-42.897339609565506, 100159, 3013.7316629886627
-170.92720423505796, 101159, 3043.4189455509186
-187.4137434546808, 102159, 3073.9748589992523
-339.958559831929, 103159, 3104.6507918834686
-2775.7139755658172, 104159, 3134.96763420105
-2648.9702855108835, 105159, 3165.553802728653
-1068.9947038416192, 106159, 3196.158054828644
-1343.9848493888187, 107159, 3227.2453956604004
-2799.7807523074484, 108159, 3258.0503675937653
-1158.1514544845488, 109159, 3288.624354362488
17.00579233673392, 110159, 3319.9907665252686
-1034.4532847812752, 111159, 3350.7244687080383
-2009.368021236303, 112159, 3381.9181106090546
-920.1819460431151, 113159, 3413.1751086711884
-198.35587190538968, 114159, 3444.5931990146637
415.5745090411174, 115159, 3476.941396713257
-2005.2278636999938, 116159, 3508.0539083480835
-2491.823625209709, 117159, 3541.204689979553
-1126.8911867074733, 118159, 3574.2437374591827
-2586.1019610146363, 119159, 3605.424061536789
-1647.0433870146742, 120159, 3637.680953979492
-1743.2591580786784, 121159, 3670.8505840301514
-1796.552832746357, 122159, 3703.008327484131
-2331.0885634815627, 123159, 3736.8138449192047
-2870.831884455524, 124159, 3768.772920370102
